400250,70,81,83,78.0
400251,81,89,87,85.67
400252,75,81,85,80.33
400257,94,73,96,87.67
400259,84,74,72,76.67
400260,92,70,74,78.67
400262,74,94,87,85.0
400262,89,78,95,87.33
400263,99,93,100,97.33
400266,78,92,84,84.67
400267,73,100,70,81.0
400268,75,78,89,80.67
400268,75,76,81,77.33
400270,85,98,82,88.33
400271,97,82,86,88.33
400272,79,75,82,78.67
400275,80,98,81,86.33
400276,77,84,89,83.33
400276,79,75,95,83.0
400278,97,93,78,89.33
400278,90,81,80,83.67
400279,78,94,99,90.33
400281,86,95,79,86.67
400282,76,92,98,88.67
400288,70,86,88,81.33
400292,87,71,99,85.67
400293,81,86,85,84.0
400293,75,92,85,84.0
400293,91,94,78,87.67
400294,72,84,83,79.67
400294,72,78,98,82.67
400298,87,76,86,83.0
400298,86,73,84,81.0
400299,82,90,89,87.0
400300,92,100,89,93.67
400300,74,71,87,77.33
400300,96,76,78,83.33
400303,89,95,91,91.67
400304,89,82,98,89.67
400306,73,92,75,80.0
400307,82,84,74,80.0
400309,84,70,77,77.0
400310,74,90,77,80.33
400313,84,93,93,90.0
400313,93,80,100,91.0
400314,70,97,98,88.33
400315,98,91,94,94.33
400315,78,92,84,84.67
400316,79,75,72,75.33
400316,82,91,94,89.0
400317,71,98,89,86.0
400320,78,82,88,82.67
400321,78,92,73,81.0
400328,72,92,90,84.67
400331,98,81,76,85.0
400334,83,96,74,84.33
400336,92,91,86,89.67
400337,85,74,71,76.67
400337,72,99,90,87.0
400338,88,92,78,86.0
400342,77,90,79,82.0
400344,74,100,84,86.0
400346,76,86,96,86.0
400347,78,82,78,79.33
400349,92,89,94,91.67
400349,84,99,87,90.0
400350,85,89,75,83.0
400350,70,96,94,86.67
400352,79,76,99,84.67
400353,88,80,97,88.33
400356,93,95,94,94.0
400358,74,80,94,82.67
400359,91,90,83,88.0
400359,81,81,82,81.33
400360,76,72,85,77.67
400363,70,95,70,78.33
400365,80,99,85,88.0
400373,98,97,72,89.0
400374,72,92,73,79.0
400374,82,71,96,83.0
400375,73,70,87,76.67
400377,75,71,85,77.0
400377,78,79,84,80.33
400377,85,83,99,89.0
400378,76,81,90,82.33
400379,79,79,75,77.67
400382,96,84,86,88.67
400383,72,70,91,77.67
400384,79,88,76,81.0
400386,80,95,89,88.0
400389,80,94,95,89.67
400390,92,86,86,88.0
400391,94,80,73,82.33
400396,75,74,86,78.33
400397,82,88,94,88.0
400399,81,98,90,89.67
400399,80,90,87,85.67
400401,81,74,84,79.67
400403,99,95,84,92.67
400404,70,83,89,80.67
400405,85,91,89,88.33
400407,92,73,82,82.33
400413,71,97,83,83.67
400414,71,98,71,80.0
400415,89,86,76,83.67
400416,90,85,83,86.0
400420,77,77,70,74.67
400421,93,99,96,96.0
400428,90,98,95,94.33
400428,71,87,77,78.33
400434,93,80,72,81.67
400434,72,91,70,77.67
400444,97,75,81,84.33
400444,98,94,96,96.0
400447,89,98,87,91.33
400448,94,80,75,83.0
400454,89,80,95,88.0
400455,100,83,74,85.67
400455,100,81,79,86.67
400456,88,91,99,92.67
400459,75,88,84,82.33
400462,77,78,96,83.67
400465,82,89,84,85.0
400466,85,89,83,85.67
400466,72,96,90,86.0
400466,95,90,78,87.67
400467,91,76,79,82.0
400467,91,100,80,90.33
400470,96,99,84,93.0
400471,85,74,90,83.0
400473,94,72,95,87.0
400474,82,86,95,87.67
400475,81,98,89,89.33
400477,78,85,76,79.67
400478,88,73,89,83.33
400478,81,79,76,78.67
400481,73,81,95,83.0
400483,82,83,93,86.0
400484,79,97,93,89.67
400485,82,74,73,76.33
400488,85,98,98,93.67
400488,84,89,77,83.33
400489,82,95,87,88.0
400490,76,77,88,80.33
400490,72,85,100,85.67
400491,86,76,98,86.67
400494,100,73,79,84.0
400494,86,95,88,89.67
400495,74,76,98,82.67
400499,74,100,89,87.67
400499,85,81,77,81.0
400500,98,82,77,85.67
400502,78,97,83,86.0
400504,71,76,96,81.0
400505,73,81,100,84.67
400506,85,97,78,86.67
400511,82,93,89,88.0
400511,74,91,73,79.33
400513,71,76,76,74.33
400513,71,93,81,81.67
400514,76,83,93,84.0
400516,73,94,96,87.67
400516,86,97,86,89.67
400517,81,87,74,80.67
400520,86,78,81,81.67
400522,78,79,79,78.67
400524,96,89,76,87.0
400529,75,82,92,83.0
400530,78,88,89,85.0
400531,73,74,74,73.67
400533,85,79,85,83.0
400533,83,76,71,76.67
400533,97,76,70,81.0
400536,96,86,97,93.0
400536,90,79,89,86.0
400538,81,82,85,82.67
400540,71,92,86,83.0
400540,94,78,73,81.67
400540,96,76,81,84.33
400542,84,98,93,91.67
400542,83,82,89,84.67
400543,76,70,91,79.0
400544,73,83,86,80.67
400547,98,91,97,95.33
400550,96,82,81,86.33
400553,92,91,81,88.0
400555,70,89,100,86.33
400555,77,93,74,81.33
400556,70,95,81,82.0
400557,72,76,77,75.0
400561,78,87,71,78.67
400562,78,76,80,78.0
400563,80,91,71,80.67
400567,100,71,83,84.67
400567,99,75,73,82.33
400568,99,99,72,90.0
400569,71,80,79,76.67
400570,97,75,79,83.67
400572,70,84,72,75.33
400573,88,76,100,88.0
400574,71,83,87,80.33
400574,99,86,73,86.0
400576,85,84,86,85.0
400579,72,100,81,84.33
400580,71,81,79,77.0
400580,77,86,83,82.0
400582,93,78,89,86.67
400583,72,88,95,85.0
400584,82,97,73,84.0
400585,79,76,96,83.67
400585,90,73,90,84.33
400586,84,76,81,80.33
400587,93,100,100,97.67
400587,79,80,72,77.0
400588,93,73,98,88.0
400590,87,75,89,83.67
400590,85,97,72,84.67
400592,75,79,77,77.0
400594,92,88,100,93.33
400595,96,73,93,87.33
400597,71,81,97,83.0
400599,78,89,99,88.67
400602,73,87,94,84.67
400603,80,73,79,77.33
400603,70,82,75,75.67
400606,94,71,100,88.33
400608,94,98,93,95.0
400610,95,99,97,97.0
400611,75,80,83,79.33
400614,100,85,84,89.67
400618,76,72,90,79.33
400619,88,88,96,90.67
400621,82,78,74,78.0
400622,100,89,71,86.67
400624,94,70,86,83.33
400628,84,90,96,90.0
400629,86,70,89,81.67
400634,93,79,75,82.33
400636,89,85,73,82.33
400637,88,97,71,85.33
400640,95,97,90,94.0
400641,97,96,99,97.33
400642,93,98,74,88.33
400643,72,90,89,83.67
400643,78,97,81,85.33
400643,92,99,74,88.33
400644,84,92,93,89.67
400646,76,72,77,75.0
400647,76,81,84,80.33
400651,96,92,97,95.0
400651,79,87,97,87.67
400653,78,77,78,77.67
400654,95,81,88,88.0
400655,100,79,90,89.67
400656,93,86,96,91.67
400656,96,93,88,92.33
400656,94,87,80,87.0
400661,76,91,71,79.33
400662,88,98,74,86.67
400663,93,74,88,85.0
400663,85,70,83,79.33
400666,76,73,74,74.33
400671,71,74,96,80.33
400677,81,79,77,79.0
400678,71,71,99,80.33
400679,92,89,83,88.0
400680,100,86,85,90.33
400684,72,82,98,84.0
400688,86,82,91,86.33
400689,90,80,74,81.33
400692,89,98,79,88.67
400695,93,77,89,86.33
400696,91,74,71,78.67
400696,76,99,78,84.33
400698,70,86,72,76.0
400700,79,97,100,92.0
400704,71,92,79,80.67
400705,74,79,82,78.33
400709,85,75,73,77.67
400712,78,83,88,83.0
400714,76,90,99,88.33
400715,83,95,88,88.67
400717,91,86,89,88.67
400717,95,77,81,84.33
400719,97,76,99,90.67
400721,85,88,94,89.0
400721,98,97,78,91.0
400721,73,77,99,83.0
400724,100,99,94,97.67
400725,83,81,71,78.33
400725,79,93,73,81.67
400726,94,87,96,92.33
400728,91,80,81,84.0
400729,72,74,86,77.33
400729,98,98,94,96.67
400731,92,79,79,83.33
400731,87,93,93,91.0
400736,85,85,81,83.67
400737,94,84,87,88.33
400738,97,80,91,89.33
400739,83,90,92,88.33
400741,83,78,86,82.33
400742,86,84,95,88.33
400744,96,98,75,89.67
400746,73,91,99,87.67
400749,94,70,83,82.33
400750,78,86,94,86.0
400751,91,87,93,90.33
400754,79,88,70,79.0
400757,98,97,83,92.67
400757,72,100,76,82.67
400758,83,95,74,84.0
400759,99,76,84,86.33
400761,90,76,93,86.33
400762,85,89,92,88.67
400766,86,78,92,85.33
400769,96,81,95,90.67
400770,83,94,91,89.33
400770,78,73,81,77.33
400770,90,100,80,90.0
400770,73,80,72,75.0
400772,90,80,84,84.67
400775,76,92,94,87.33
400775,80,86,74,80.0
400776,86,91,92,89.67
400777,71,95,86,84.0
400778,93,76,70,79.67
400779,89,77,91,85.67
400781,79,88,72,79.67
400782,73,90,75,79.33
400784,73,73,83,76.33
400785,71,100,86,85.67
400786,94,98,76,89.33
400787,78,70,78,75.33
400788,91,88,70,83.0
400791,94,80,82,85.33
400792,89,90,83,87.33
400793,95,89,72,85.33
400794,97,83,92,90.67
400798,81,73,78,77.33
400798,90,100,76,88.67
400798,98,92,72,87.33
400801,72,87,89,82.67
400802,85,80,100,88.33
400804,92,91,75,86.0
400807,73,93,81,82.33
400808,71,86,91,82.67
400811,87,94,89,90.0
400816,70,76,85,77.0
400816,71,71,70,70.67
400817,79,85,88,84.0
400825,95,88,81,88.0
400826,81,78,84,81.0
400828,92,87,70,83.0
400828,96,96,84,92.0
400831,78,96,73,82.33
400831,84,73,83,80.0
400834,83,81,90,84.67
400835,93,75,90,86.0
400836,77,72,75,74.67
400844,81,81,90,84.0
400845,86,89,90,88.33
400846,94,99,76,89.67
400848,72,89,70,77.0
400848,70,93,94,85.67
400850,92,97,88,92.33
400853,100,99,92,97.0
400854,100,79,75,84.67
400857,86,71,72,76.33
400859,78,88,71,79.0
400860,91,78,87,85.33
400860,97,97,92,95.33
400860,93,87,83,87.67
400877,74,97,91,87.33
400877,91,84,71,82.0
400879,78,75,88,80.33
400881,73,99,88,86.67
400885,95,72,96,87.67
400887,81,72,81,78.0
400888,91,70,82,81.0
400888,82,98,79,86.33
400891,90,98,77,88.33
400891,97,88,90,91.67
400891,70,97,81,82.67
400892,79,88,76,81.0
400896,97,73,87,85.67
400896,83,75,88,82.0
400899,70,89,73,77.33
400899,93,90,82,88.33
400900,87,98,85,90.0
400900,96,71,72,79.67
400903,97,92,97,95.33
400906,82,75,85,80.67
400907,88,91,97,92.0
400908,82,98,72,84.0
400910,100,80,73,84.33
400911,85,80,84,83.0
400911,79,94,79,84.0
400912,87,72,83,80.67
400913,95,89,80,88.0
400916,99,78,81,86.0
400918,75,76,71,74.0
400919,91,97,72,86.67
400925,95,98,70,87.67
400931,71,88,76,78.33
400941,95,76,77,82.67
400943,99,100,75,91.33
400945,84,92,89,88.33
400945,78,73,100,83.67
400947,90,87,87,88.0
400948,73,89,91,84.33
400950,93,72,80,81.67
400951,87,98,76,87.0
400957,87,76,93,85.33
400957,84,95,82,87.0
400957,80,100,92,90.67
400957,86,81,94,87.0
400958,95,89,70,84.67
400959,92,83,100,91.67
400960,77,79,94,83.33
400966,73,80,89,80.67
400967,86,94,94,91.33
400967,86,77,71,78.0
400969,79,89,71,79.67
400972,81,79,100,86.67
400972,89,94,74,85.67
400973,72,83,70,75.0
400973,84,81,99,88.0
400973,89,71,80,80.0
400975,92,91,98,93.67
400979,90,90,70,83.33
400981,90,71,98,86.33
400982,100,97,92,96.33
400983,96,79,83,86.0
400984,89,80,73,80.67
400990,89,74,88,83.67
400990,79,93,84,85.33
400993,78,96,90,88.0
400996,85,89,92,88.67
400997,80,74,88,80.67
400997,91,86,98,91.67
400997,100,78,83,87.0
400999,90,74,85,83.0
400999,76,99,86,87.0
401001,72,82,95,83.0
401001,93,85,80,86.0
401002,72,86,73,77.0
401002,73,100,86,86.33
401002,75,92,70,79.0
401014,88,73,90,83.67
401015,94,81,94,89.67
401018,79,74,82,78.33
401019,98,92,91,93.67
401019,87,83,98,89.33
401021,82,83,85,83.33
401027,72,76,76,74.67
401028,88,98,88,91.33
401032,88,73,99,86.67
401033,87,83,77,82.33
401034,93,83,74,83.33
401036,73,80,99,84.0
401036,98,73,72,81.0
401036,80,79,71,76.67
401040,86,91,78,85.0
401041,77,79,98,84.67
401044,92,92,72,85.33
401045,83,84,89,85.33
401046,82,92,81,85.0
401048,98,93,84,91.67
401050,78,71,71,73.33
401053,87,88,76,83.67
401058,81,84,88,84.33
401060,96,83,74,84.33
401061,90,97,99,95.33
401067,90,93,99,94.0
401069,70,92,79,80.33
401071,94,73,95,87.33
401072,78,70,76,74.67
401073,72,90,73,78.33
401073,96,90,98,94.67
401075,89,71,86,82.0
401077,84,94,81,86.33
401078,86,92,87,88.33
401078,77,85,71,77.67
401081,92,84,79,85.0
401082,83,97,93,91.0
401083,83,88,73,81.33
401085,78,91,88,85.67
401085,88,72,89,83.0
401086,73,75,84,77.33
401088,75,90,81,82.0
401088,90,95,95,93.33
401093,97,75,78,83.33
401093,88,83,97,89.33
401094,78,72,75,75.0
401094,93,70,82,81.67
401095,87,83,70,80.0
401098,72,83,81,78.67
401099,99,85,75,86.33
401099,81,92,97,90.0
401100,86,83,74,81.0
401103,95,87,97,93.0
401105,83,98,85,88.67
401106,99,72,92,87.67
401106,77,87,99,87.67
401107,81,82,73,78.67
401109,75,86,100,87.0
401113,94,79,72,81.67
401113,84,70,87,80.33
401116,88,82,83,84.33
401118,73,77,95,81.67
401125,83,92,97,90.67
401128,82,70,75,75.67
401128,84,85,95,88.0
401129,85,81,79,81.67
401135,89,89,90,89.33
401136,99,97,99,98.33
401136,98,96,87,93.67
401139,85,76,71,77.33
401141,91,71,88,83.33
401142,94,100,100,98.0
401144,75,74,88,79.0
401145,90,92,98,93.33
401147,74,77,79,76.67
401148,76,82,72,76.67
401149,70,90,76,78.67
401149,71,89,85,81.67
401149,98,89,72,86.33
401158,90,80,77,82.33
401164,95,95,72,87.33
401166,100,73,100,91.0
401168,93,82,86,87.0
401168,97,75,74,82.0
401168,70,71,88,76.33
401169,86,94,70,83.33
401172,92,88,86,88.67
401181,80,75,97,84.0
401182,89,81,86,85.33
401186,84,90,87,87.0
401187,72,86,95,84.33
401190,78,72,73,74.33
401190,83,87,96,88.67
401194,74,72,96,80.67
401196,94,75,83,84.0
401199,78,82,99,86.33
401201,99,96,89,94.67
401202,91,96,95,94.0
401203,77,74,73,74.67
401204,75,95,81,83.67
401205,86,100,80,88.67
401205,97,99,77,91.0
401209,73,76,88,79.0
401211,81,76,73,76.67
401213,82,89,85,85.33
401213,91,78,89,86.0
401215,82,99,78,86.33
401218,72,95,93,86.67
401220,84,76,89,83.0
401227,76,83,73,77.33
401231,88,99,96,94.33
401232,86,82,74,80.67
401240,82,75,84,80.33
401240,94,74,91,86.33
401243,75,100,89,88.0
401243,78,76,90,81.33
401243,77,100,74,83.67
401245,87,83,98,89.33
401248,86,78,81,81.67
401249,72,91,90,84.33
401252,99,71,78,82.67
401253,74,94,84,84.0
401256,94,80,98,90.67
401260,76,95,73,81.33
401264,81,96,83,86.67
401265,88,84,93,88.33
401266,96,71,74,80.33
401269,86,79,76,80.33
401273,87,95,86,89.33
401274,75,91,74,80.0
401279,84,77,85,82.0
401280,81,94,90,88.33
401281,97,79,88,88.0
401282,88,83,83,84.67
401283,71,100,73,81.33
401284,76,95,81,84.0
401285,77,84,78,79.67
401290,93,75,80,82.67
401290,89,93,83,88.33
401295,94,73,78,81.67
401297,89,83,100,90.67
401300,83,76,85,81.33
401301,87,98,92,92.33
401302,91,86,90,89.0
401303,77,87,85,83.0
401306,76,93,73,80.67
401306,77,72,71,73.33
401307,96,78,91,88.33
401308,76,71,72,73.0
401309,97,76,75,82.67
401310,100,98,82,93.33
401310,73,88,73,78.0
401321,90,95,74,86.33
401321,89,96,73,86.0
401324,98,98,90,95.33
401324,100,81,91,90.67
401326,97,92,84,91.0
401327,90,76,100,88.67
401328,99,100,96,98.33
401330,94,98,86,92.67
401331,81,92,74,82.33
401332,77,84,74,78.33
401336,85,77,84,82.0
401337,72,99,87,86.0
401344,78,71,81,76.67
401346,74,99,99,90.67
401346,72,79,81,77.33
401346,96,74,79,83.0
401347,89,88,92,89.67
401348,90,99,89,92.67
401355,90,78,76,81.33
401355,81,74,79,78.0
401356,85,72,83,80.0
401358,97,97,76,90.0
401360,97,99,94,96.67
401362,72,91,71,78.0
401364,99,74,74,82.33
401365,80,98,73,83.67
401366,73,80,81,78.0
401366,87,89,77,84.33
401368,71,94,72,79.0
401368,89,72,81,80.67
401369,72,78,79,76.33
401370,84,78,70,77.33
401372,100,74,98,90.67
401373,81,83,95,86.33
401373,84,100,96,93.33
401374,79,74,95,82.67
401377,96,74,70,80.0
401378,99,71,72,80.67
401379,100,89,76,88.33
401382,92,86,72,83.33
401384,79,78,91,82.67
401389,97,93,99,96.33
401392,94,78,85,85.67
401394,75,84,82,80.33
401394,78,79,81,79.33
401395,92,85,95,90.67
401395,80,91,92,87.67
401395,72,90,98,86.67
401397,96,96,77,89.67
401398,87,80,82,83.0
401398,76,72,80,76.0
401404,90,84,90,88.0
401405,87,77,77,80.33
401405,74,91,96,87.0
401405,91,93,88,90.67
401408,88,74,95,85.67
401411,93,94,87,91.33
401411,74,96,76,82.0
401412,75,81,100,85.33
401415,100,98,74,90.67
401418,91,100,76,89.0
401418,88,99,71,86.0
401421,87,76,82,81.67
401423,96,90,81,89.0
401423,95,70,76,80.33
401424,86,76,75,79.0
401424,70,98,71,79.67
401426,76,77,74,75.67
401427,79,96,84,86.33
401430,94,74,79,82.33
401430,78,95,74,82.33
401432,79,73,88,80.0
401434,90,70,96,85.33
401435,76,74,89,79.67
401436,97,89,88,91.33
401437,94,100,90,94.67
401439,72,85,96,84.33
401442,75,74,87,78.67
401442,96,96,93,95.0
401448,83,94,94,90.33
401451,86,81,87,84.67
401452,74,100,79,84.33
401453,71,78,98,82.33
401455,87,100,71,86.0
401456,77,75,81,77.67
401456,80,86,87,84.33
401458,75,90,82,82.33
401459,81,97,84,87.33
401460,99,90,86,91.67
401461,82,89,88,86.33
401463,96,81,85,87.33
401469,77,87,77,80.33
401472,98,82,77,85.67
401473,70,97,80,82.33
401474,74,75,91,80.0
401476,96,94,95,95.0
401476,86,70,95,83.67
401476,86,74,85,81.67
401479,81,90,92,87.67
401480,75,95,70,80.0
401481,85,100,95,93.33
401483,93,80,82,85.0
401483,100,71,86,85.67
401484,86,74,81,80.33
401484,70,70,90,76.67
401486,98,75,78,83.67
401489,74,81,100,85.0
401490,84,72,91,82.33
401491,84,87,87,86.0
401491,83,97,90,90.0
401498,70,75,74,73.0
401499,100,100,90,96.67
401502,80,88,73,80.33
401503,95,96,81,90.67
401508,99,87,83,89.67
401509,86,90,86,87.33
401509,92,78,82,84.0
401511,95,84,79,86.0
401511,87,70,80,79.0
401516,86,77,98,87.0
401518,83,70,76,76.33
401520,94,94,93,93.67
401520,74,95,91,86.67
401522,94,89,75,86.0
401524,99,81,71,83.67
401524,77,79,83,79.67
401529,90,87,70,82.33
401529,70,95,88,84.33
401529,87,98,99,94.67
401531,72,83,93,82.67
401532,82,78,92,84.0
401533,96,89,90,91.67
401534,84,88,100,90.67
401534,77,94,75,82.0
401537,84,80,96,86.67
401537,84,79,78,80.33
401540,75,92,89,85.33
401541,85,73,99,85.67
401541,97,100,100,99.0
401543,83,75,85,81.0
401543,90,99,72,87.0
401545,86,92,75,84.33
401546,77,93,75,81.67
401547,95,75,73,81.0
401547,89,91,76,85.33
401547,89,92,82,87.67
401548,72,72,91,78.33
401549,82,85,96,87.67
401550,96,89,91,92.0
401551,75,96,98,89.67
401553,86,77,80,81.0
401555,74,84,72,76.67
401556,81,90,88,86.33
401560,89,87,78,84.67
401562,84,92,90,88.67
401564,70,78,73,73.67
401564,89,96,80,88.33
401564,96,90,88,91.33
401569,97,86,70,84.33
401569,95,87,88,90.0
401569,78,98,79,85.0
401570,97,98,70,88.33
401570,96,73,81,83.33
401575,77,89,90,85.33
401576,96,90,89,91.67
401579,79,82,92,84.33
401584,85,77,99,87.0
401589,91,89,100,93.33
401590,96,70,82,82.67
401590,95,85,88,89.33
401591,74,97,99,90.0
401598,100,82,79,87.0
401599,73,88,74,78.33
401601,84,97,75,85.33
401603,91,100,84,91.67
401603,83,97,82,87.33
401604,95,98,92,95.0
401605,80,73,96,83.0
401607,73,100,99,90.67
401608,75,93,79,82.33
401609,79,99,93,90.33
401609,70,71,94,78.33
401611,75,81,72,76.0
401614,70,82,71,74.33
401617,95,87,94,92.0
401617,83,80,98,87.0
401618,83,89,74,82.0
401618,74,95,96,88.33
401620,71,94,97,87.33
401624,75,81,84,80.0
401625,96,73,81,83.33
401626,78,97,91,88.67
401626,70,95,96,87.0
401627,71,84,70,75.0
401628,95,76,82,84.33
401629,89,92,89,90.0
401630,88,76,70,78.0
401631,87,87,83,85.67
401632,76,79,90,81.67
401632,74,92,83,83.0
401632,97,98,71,88.67
401634,78,77,76,77.0
401635,98,82,78,86.0
401640,98,90,81,89.67
401642,75,76,99,83.33
401644,83,100,97,93.33
401647,95,80,75,83.33
401648,82,82,98,87.33
401649,100,82,93,91.67
401651,80,85,70,78.33
401652,72,73,98,81.0
401653,99,76,73,82.67
401653,86,74,91,83.67
401653,77,94,95,88.67
401656,70,84,73,75.67
401656,86,77,86,83.0
401662,72,97,76,81.67
401663,80,89,81,83.33
401671,90,79,100,89.67
401671,100,89,90,93.0
401672,78,78,73,76.33
401672,97,75,85,85.67
401677,91,80,88,86.33
401678,91,89,75,85.0
401679,90,91,83,88.0
401682,96,86,94,92.0
401684,81,92,76,83.0
401687,89,89,94,90.67
401689,96,74,85,85.0
401689,76,93,78,82.33
401689,83,75,84,80.67
401691,70,90,81,80.33
401692,70,75,72,72.33
401695,93,84,86,87.67
401697,73,71,86,76.67
401697,79,81,100,86.67
401698,74,70,85,76.33
401699,80,81,79,80.0
401700,70,74,82,75.33
401702,94,99,73,88.67
401703,95,100,84,93.0
401703,98,81,89,89.33
401704,74,85,82,80.33
401705,73,81,74,76.0
401706,82,91,98,90.33
401713,86,100,76,87.33
401714,97,90,99,95.33
401717,81,75,71,75.67
401720,76,75,71,74.0
401721,88,72,98,86.0
401722,95,78,88,87.0
401725,92,83,72,82.33
401726,85,88,100,91.0
401727,92,72,81,81.67
401730,79,78,88,81.67
401742,95,73,82,83.33
401742,93,88,93,91.33
401744,78,97,81,85.33
401745,94,89,75,86.0
401746,87,86,82,85.0
401747,79,74,70,74.33
401752,96,70,81,82.33
401752,80,80,79,79.67
401754,93,72,72,79.0
401754,93,79,98,90.0
401758,98,96,70,88.0
401760,77,78,93,82.67
401761,90,87,90,89.0
401764,70,89,95,84.67
401767,91,90,73,84.67
401767,87,81,75,81.0
401768,99,99,73,90.33
401768,75,84,95,84.67
401768,73,86,77,78.67
401769,72,73,86,77.0
401772,75,74,71,73.33
401775,88,72,94,84.67
401775,76,93,75,81.33
401777,86,86,94,88.67
401778,91,85,87,87.67
401778,96,97,94,95.67
401780,74,89,83,82.0
401783,74,80,74,76.0
401788,79,98,94,90.33
401789,79,96,84,86.33
401789,90,75,98,87.67
401791,78,94,76,82.67
401793,74,100,84,86.0
401793,100,80,83,87.67
401796,89,70,97,85.33
401796,71,90,88,83.0
401796,90,89,83,87.33
401797,88,93,92,91.0
401801,72,96,76,81.33
401802,86,74,88,82.67
401802,99,96,94,96.33
401804,100,82,73,85.0
401810,83,80,99,87.33
401810,81,95,89,88.33
401814,77,98,76,83.67
401815,71,73,86,76.67
401816,95,77,95,89.0
401816,93,96,79,89.33
401817,91,100,96,95.67
401818,81,95,86,87.33
401820,80,97,90,89.0
401824,73,72,75,73.33
401825,85,77,82,81.33
401826,76,89,74,79.67
401830,97,98,95,96.67
